(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) Substances actives;(produit) fonctions;(produit) formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;Unnamed: 29
PPP;8700035;SUMI ALPHA;GORKI | JELSA;PHILAGRO France;Produit de référence;Professionnel;Mention abeille;esfenvalérate (Esfenvalerate) 25.0 g/L;Insecticide;Concentré émulsionnable;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;17/12/2009;;;Retrait;;;;;;;;;;;;;
PPP;2170458;PANGOLIN DG;FALARIK DG;UPL FRANCE;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 200.0 g/kg | cuivre (Copper compounds) 150.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);07/05/2018;53.0;83.0;Autorisé;5.0;kg/ha;28.0;;4.0;;;Intervalle minimum entre les applications : 10 jours.;50.0;;;;
PPP;2170458;PANGOLIN DG;FALARIK DG;UPL FRANCE;Produit de référence;Professionnel;;fosétyl d'aluminium (Fosetyl) 200.0 g/kg | cuivre (Copper compounds) 150.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);07/05/2018;53.0;83.0;Autorisé;5.0;kg/ha;28.0;;2.0;;;Intervalle minimum entre les applications : 10 jours.;20.0;;;;
PPP;2000125;BOUILLIE BORDELAISE EXPRESS;;EVERGREEN GARDEN CARE France SAS;Produit de revente;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre (Copper compounds) 20.0 %;Fongicide;Granulé dispersable;12703301;Vigne*Trt Part.Aer.*Bactériose(s);31/03/2000;;;Autorisé (Provisoire);20.0;kg/ha;;;;;;;;;;;
PPP;2000125;BOUILLIE BORDELAISE EXPRESS;;EVERGREEN GARDEN CARE France SAS;Produit de revente;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre (Copper compounds) 20.0 %;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);12/11/2009;;;Autorisé;12.0;kg/ha;;;;;;;;;;;
PPP;2161035;ISONET LA PLUS;;CBC BIOGARD SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;(Z)-9-dodécen-1-yl acétate (Straight Chain Lepidopteran Pheromones) 61.0 g/kg | (Z)-11-tetradécen-1-yl acétate (Straight Chain Lepidopteran Pheromones) 212.0 g/kg | (Z)-9-tetradécen-1-yl acétate (Straight Chain Lepidopteran Pheromones) 11.0 g/kg | (E,Z)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 552.0 g/kg;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;17/01/2017;;;Autorisé;500.0;diffuseurs/ha;;;1.0;;;Efficacité montrée sur cochylis (Eupoecilia ambiguella), eudémis (Lobesia botrana) et eulia (Argyrotaenia ljungiana).;;;;;
PPP;2010427;LEOPARD 120;GORDINI | LEOSHA | FELINYA;SHARDA CROPCHEM ESPAÑA S.L.;Produit de référence;Professionnel;;quizalofop-P-éthyl (Quizalofop-P-ethyl) 120.0 g/L;Herbicide;Concentré émulsionnable;12705902;Vigne*Désherbage*Cult. Installées;26/09/2019;12.0;57.0;Autorisé;1.25;L/ha;;;1.0;;;Uniquement sur raisin de table.;5.0;;5.0;;
PPP;2100121;CORAGEN;VESTICOR;CHEMINOVA Agro France SAS;Produit de référence;Professionnel;Mention abeille;chlorantraniliprole (Chlorantraniliprole) 200.0 g/L;Insecticide;Suspension concentrée;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;21/08/2020;;;Retrait;0.175;L/ha;30.0;;1.0;21/02/2021;21/02/2022;;;;;;
PPP;2200476;FACINAN;;DE SANGOSSE;Produit de revente;Professionnel;Liste biocontrôle;phosphonates de potassium (Potassium phosphonates) 755.0 g/L;Fongicide | Stimulation des défenses naturelles;Concentré soluble;12703203;Vigne*Trt Part.Aer.*Mildiou(s);19/08/2020;16.0;79.0;Autorisé;4.0;L/ha;14.0;;5.0;;;Intervalle minimum entre les applications : 10 jours.;5.0;;;;
PPP;2200271;BOSCAVI;;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;boscalide (Boscalid) 500.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;02/06/2020;;;Autorisé;1.2;kg/ha;21.0;;1.0;;;;5.0;;;;
PPP;9500568;SWITCH;SERENVA | SORVIN | BOTRYL PLUS | BOTRYL;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;fludioxonil (Fludioxonil) 250.0 g/kg | cyprodinil (Cyprodinil) 375.0 g/kg;Fongicide;Granulé dispersable;901062;Vigne*Trt Part.Aer.*Champignons producteurs d'ota;08/10/2015;;;Autorisé;1.0;kg/ha;21.0;;1.0;;;;5.0;5.0;;;
PPP;9500568;SWITCH;SERENVA | SORVIN | BOTRYL PLUS | BOTRYL;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;fludioxonil (Fludioxonil) 250.0 g/kg | cyprodinil (Cyprodinil) 375.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;08/10/2015;;;Autorisé;1.2;kg/ha;21.0;;1.0;;;;5.0;5.0;;;
PPP;2190730;FYTOSAVE;ESDEAINE;FYTOFEND S.A;Produit de référence;Professionnel;Liste biocontrôle | Produit à faible risque article 47 | Utilisable en agriculture biologique;COS-OGA (COS-OGA) 12.5 g/L;Stimulation des défenses naturelles;Concentré soluble;901063;Vigne*Trt Part.Aer.*Stimul. Déf. naturelles;11/06/2020;;;Autorisé;2.0;L/ha;3.0;;8.0;;;Usage autorisé dans le cadre de l'article 51 du règlement (CE) n° 1107/2009.;5.0;;;;
PPP;2209997;FITOPYR;;COPYR S.p.A;Générique;Professionnel;Utilisable en agriculture biologique;pyréthrines (Pyrethrins) 18.61 g/L;Insecticide;Concentré émulsionnable;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);05/06/2020;;;Autorisé;1.5;L/ha;28.0;;3.0;;;Uniquement autorisé dans le cadre de la lutte obligatoire contre la cicadelle de la flavescence dorée, telle que définie par l'arrêté du 19 décembre 2013 modifié, relatif à la lutte contre la flavescence dorée de la vigne et contre son agent vecteur.;50.0;;;;
PPP;2130277;COSAVET DF;SULBARI DF | SULGRAN DF | SOLTRAN DF | STIBIN DF;SULPHUR MILLS LIMITED;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);08/07/2014;;;Autorisé;12.5;kg/ha;28.0;;8.0;;;;5.0;5.0;5.0;;
PPP;2130277;COSAVET DF;SULBARI DF | SULGRAN DF | SOLTRAN DF | STIBIN DF;SULPHUR MILLS LIMITED;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703115;Vigne*Trt Part.Aer.*Erinose;20/04/2018;;3.0;Autorisé;20.0;kg/ha;;;1.0;;;Efficacité montrée sur Colomerus vitis.;5.0;5.0;5.0;;
PPP;2120143;CROSSOVER;CAYENNE | HIGHLAND | LANDMASTER SUPREME 480 TF | ISLAND 480 | CLASS' ONE 480 | FREEWAY 480 | SIRLENE | ROSATE SUPREME 480 TF;Albaugh TKI d.o.o;Produit de référence;Professionnel;;glyphosate sel de diméthylamine (Glyphosate) 608.0 g/L;Herbicide;Concentré soluble;12705902;Vigne*Désherbage*Cult. Installées;21/02/2013;;;Autorisé;6.0;L/ha;21.0;;3.0;;;Application contre les adventices vivaces ;5.0;5.0;5.0;;
PPP;2120143;CROSSOVER;CAYENNE | HIGHLAND | LANDMASTER SUPREME 480 TF | ISLAND 480 | CLASS' ONE 480 | FREEWAY 480 | SIRLENE | ROSATE SUPREME 480 TF;Albaugh TKI d.o.o;Produit de référence;Professionnel;;glyphosate sel de diméthylamine (Glyphosate) 608.0 g/L;Herbicide;Concentré soluble;12705902;Vigne*Désherbage*Cult. Installées;21/02/2013;;;Autorisé;4.5;L/ha;21.0;;3.0;;;Application par tâche ou uniquement sur le rang contre les dicotylédones;5.0;5.0;5.0;;
PPP;2120143;CROSSOVER;CAYENNE | HIGHLAND | LANDMASTER SUPREME 480 TF | ISLAND 480 | CLASS' ONE 480 | FREEWAY 480 | SIRLENE | ROSATE SUPREME 480 TF;Albaugh TKI d.o.o;Produit de référence;Professionnel;;glyphosate sel de diméthylamine (Glyphosate) 608.0 g/L;Herbicide;Concentré soluble;12705902;Vigne*Désherbage*Cult. Installées;21/02/2013;;;Autorisé;3.0;L/ha;21.0;;3.0;;;Application par tâche ou uniquement sur le rang contre les graminées annuelles;5.0;5.0;5.0;;
PPP;2150479;MESSAGER;BASTID | BLASON | BSTIM | MESTAR | MESSIDOR | MESALIA;JOUFFRAY DRILLAUD;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;COS-OGA (COS-OGA) 12.5 g/L;Stimulation des défenses naturelles;Concentré soluble;901063;Vigne*Trt Part.Aer.*Stimul. Déf. naturelles;10/11/2016;;;Autorisé;2.0;L/ha;3.0;;8.0;;;Efficacité montrée sur le mildiou et l'oïdium de la vigne. Stade d'application : 1ère application avant l'apparition de la maladie.;5.0;;;;
PPP;2160818;FLOSUL;AZZURRI | CRETA | STYRAX L | SEFFIKA | MAGNALI;SULPHUR MILLS LIMITED;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;soufre (Sulphur) 800.0 g/L;Fongicide;Suspension concentrée;12703204;Vigne*Trt Part.Aer.*Oïdium(s);07/06/2019;11.0;;Autorisé;4.0;L/ha;5.0;;8.0;;;;5.0;;;;
PPP;9200214;KUMULUS DF;AMODE DF | COVER DF | ATENEA DF | KUMULAN | SULFOJET DF | SULFOSTAR | TENDER DF | TRILOG | BADISOUFRE M;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703202;Vigne*Trt Part.Aer.*Excoriose;23/12/2015;;;Autorisé;7.5;kg/ha;;;2.0;;;7,5 kg/ha équivalent à 1,25 kg/hL, sur la base d'un volume maximal de bouillie de 600 L/ha;5.0;5.0;;;
PPP;9200214;KUMULUS DF;AMODE DF | COVER DF | ATENEA DF | KUMULAN | SULFOJET DF | SULFOSTAR | TENDER DF | TRILOG | BADISOUFRE M;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703204;Vigne*Trt Part.Aer.*Oïdium(s);23/12/2015;;;Autorisé;12.5;kg/ha;21.0;;8.0;;;;5.0;5.0;;;
PPP;9200214;KUMULUS DF;AMODE DF | COVER DF | ATENEA DF | KUMULAN | SULFOJET DF | SULFOSTAR | TENDER DF | TRILOG | BADISOUFRE M;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703101;Vigne*Trt Part.Aer.*Acariens;23/12/2015;;;Autorisé;12.5;kg/ha;21.0;;8.0;;;Efficacité montrée sur l'acariose;5.0;5.0;;;
PPP;9200214;KUMULUS DF;AMODE DF | COVER DF | ATENEA DF | KUMULAN | SULFOJET DF | SULFOSTAR | TENDER DF | TRILOG | BADISOUFRE M;BASF FRANCE SAS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 800.0 g/kg;Fongicide;Granulé dispersable;12703115;Vigne*Trt Part.Aer.*Erinose;23/12/2015;;;Autorisé;12.5;kg/ha;21.0;;8.0;;;;5.0;5.0;;;
PPP;2140021;SOFRAL FLO;;SAGA SAS;Produit de revente;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre micronisé (Sulphur) 800.0 g/L;Fongicide;Liquide;12703204;Vigne*Trt Part.Aer.*Oïdium(s);12/06/2020;15.0;89.0;Autorisé;12.1;L/ha;5.0;;8.0;;;;;;;;
PPP;2210387;BELVINE;;JOUFFRAY DRILLAUD;Produit de référence;Professionnel;Liste biocontrôle;ABE IT 56 (ABE-IT 56) 325.6 g/L;Stimulation des défenses naturelles;Suspension concentrée;901063;Vigne*Trt Part.Aer.*Stimul. Déf. naturelles;26/05/2021;13.0;79.0;Autorisé;3.0;L/ha;;;10.0;;;Intérêt montré sur mildiou;5.0;;;;
PPP;2210477;DECIS TRAP DS;;BAYER SAS;Produit de référence;Professionnel;Liste biocontrôle;deltaméthrine (Deltamethrin) 150.0 mg/piège;Insecticide;Piège prêt à l'emploi;12703140;Vigne*Trt Part.Aer.*Mouches;14/06/2021;69.0;90.0;Autorisé;100.0;pièges/ha;;;1.0;;;Efficacité montrée sur Drosophila suzukii.;;;;;
PPP;2170547;LIFE SCIENTIFIC FLAZASULFURON;FLAZASTAR | DURANDAL;LIFE SCIENTIFIC LTD ;Générique;Professionnel;;flazasulfuron (Flazasulfuron) 250.0 g/kg;Herbicide;Granulé dispersable;12705902;Vigne*Désherbage*Cult. Installées;03/07/2017;;;Autorisé;0.2;kg/ha;75.0;;1.0;;;Uniquement pour des applications dirigées sur le rang.;20.0;;10.0;;
PPP;2140179;LEIMAY;AKOLIT | GACHINKO | ZONGRUUM;NISSAN CHEMICAL EUROPE SAS;Produit de référence;Professionnel;;amisulbrom (Amisulbrom) 200.0 g/L;Fongicide;Suspension concentrée;12703203;Vigne*Trt Part.Aer.*Mildiou(s);08/10/2015;;;Autorisé;0.375;L/ha;28.0;;2.0;;;;5.0;;;;
PPP;2080060;ADMIRAL PRO;;PHILAGRO France;Produit de référence;Professionnel;;pyriproxyfène (Pyriproxyfen) 100.0 g/L;Insecticide;Concentré émulsionnable;12703136;Vigne*Trt Part.Aer.*Cochenilles;;;57.0;Autorisé;0.3;L/ha;;;1.0;;;stade limite d'application : avant floraison - Ne pas appliquer le produit durant toute la période de floraison et pendant la période de production d'exsudats.;5.0;;;;
PPP;2100181;PROFILER;HUDSON PRO | TEBAIDE | PREVASION;BAYER SAS;Produit de référence;Professionnel;;fluopicolide (Fluopicolide) 44.4 g/kg | fosétyl d'aluminium (Fosetyl) 666.7 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);24/06/2016;53.0;;Autorisé;3.0;kg/ha;28.0;;1.0;;;;5.0;;;;
PPP;2120168;SOUFRE TRITURE 95%;;AFEPASA (AZUFRERA Y FERTILIZANTES PALLARES SA);Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 950.0 g/kg | soufre (Sulphur) 95.0 %;Fongicide;Poudre pour poudrage;12703204;Vigne*Trt Part.Aer.*Oïdium(s);09/10/2012;;;Autorisé;25.0;kg/ha;;;5.0;;;;5.0;;;;
PPP;2200197;BIOACT PRIME;;BAYER SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Paecilomyces lilacinus souche 251 (Paecilomyces lilacinus strain 251) 44000000000 spores/g;Nématicide;Concentré dispersable;12702501;Vigne*Trt Sol*Nématodes;08/07/2020;0.0;89.0;Autorisé;0.75;L/ha;3.0;;5.0;;;Efficacité montrée sur Meloidogyne spp. Application uniquement par système d'irrigation en goutte à goutte ou arrosage localisé.;;;;;
PPP;2190198;LUCIFERE;SATELLITE XF;MEDOL;Produit de revente;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;soufre (Sulphur) 800.0 g/L;Fongicide;Suspension concentrée;12703204;Vigne*Trt Part.Aer.*Oïdium(s);18/11/2019;;;Autorisé;12.5;L/ha;5.0;;8.0;;;- Intervalle minimum entre les applications: 7 jours - Éviter les traitements tardifs sur raisin de table afin de limiter le phénomène de marquage. ;5.0;;;;
PPP;2120082;BOTECTOR;;Bio-ferm GmbH;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;Aureobasidium pullulans souche DSM 14941 (Aureobasidium pullulans (strains DSM 14940 and DSM 14941)) 2500000000 UFC/g | Aureobasidium pullulans souche DSM 14940 (Aureobasidium pullulans (strains DSM 14940 and DSM 14941)) 2500000000 UFC/g;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;19/03/2018;68.0;89.0;Autorisé;0.4;kg/ha;3.0;;4.0;;;Application dirigée sur les grappes. 4 applications maximum par an et par parcelle;5.0;;;;
PPP;2120082;BOTECTOR;;Bio-ferm GmbH;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;Aureobasidium pullulans souche DSM 14941 (Aureobasidium pullulans (strains DSM 14940 and DSM 14941)) 2500000000 UFC/g | Aureobasidium pullulans souche DSM 14940 (Aureobasidium pullulans (strains DSM 14940 and DSM 14941)) 2500000000 UFC/g;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;19/03/2018;68.0;89.0;Autorisé;1.0;kg/ha;3.0;;4.0;;;Application sur l'ensemble de la végétation. 4 applications maximum par an et par parcelle.;5.0;;;;
PPP;2130249;PENDITEC 400;PENBOWL | XANADON | FIBULE | RAHO 400 | PROTOE;FINCHIMICA S.P.A;Générique;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;12705902;Vigne*Désherbage*Cult. Installées;30/11/2013;;;Autorisé;6.0;L/ha;;;1.0;;;- Appliquer exclusivement sur le rang. Le délai avant récolte est couvert par les conditions d'application et/ou le cycle de croissance de la culture.;50.0;;5.0;;
PPP;2100215;PENTIUM FLO;PENDISTAR | ACTIVUS SC;ADAMA FRANCE SAS;Générique;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;12705902;Vigne*Désherbage*Cult. Installées;29/12/2010;;;Autorisé;6.0;L/ha;;;1.0;;;Appliquer exclusivement sur le rang. Stade d'application : pré-débourrement jusqu'au stade bourgeon dans le coton.;50.0;;5.0;;
PPP;2170538;POL-SULPHUR800SC;;CIECH SARZYNA SPOLKA AKCYJNA;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;soufre (Sulphur) 800.0 g/L;Fongicide;Suspension concentrée;12703204;Vigne*Trt Part.Aer.*Oïdium(s);12/07/2017;15.0;;Autorisé;4.0;L/ha;5.0;;8.0;;;Intervalle minimum entre les applications : 7 jours;5.0;;;;
PPP;2000316;MANDARIN PRO;TATAMI | JUDOKA | TATAMI GOLD | MANDARIN GOLD | JUDOKA GOLD | COUNTRY GOLD | TOLEDE GOLD;PHILAGRO France;Produit de référence;Professionnel;;esfenvalérate (Esfenvalerate) 50.0 g/L;Insecticide;Emulsion de type aqueux;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);17/09/2012;;;Autorisé;0.3;L/ha;21.0;;3.0;;;VIGNE: CICADELLE DES GRILLURES :Emploi autorisé durant la floraison et au cours de la période d'exsudation du miellat en dehors de la présence d'abeilles.Autorisé sur l'usage Metcalfa uniquement.;20.0;;;;
PPP;2000316;MANDARIN PRO;TATAMI | JUDOKA | TATAMI GOLD | MANDARIN GOLD | JUDOKA GOLD | COUNTRY GOLD | TOLEDE GOLD;PHILAGRO France;Produit de référence;Professionnel;;esfenvalérate (Esfenvalerate) 50.0 g/L;Insecticide;Emulsion de type aqueux;12703117;Vigne*Trt Part.Aer.*Chenilles phytophages;17/09/2012;;;Autorisé;0.2;L/ha;21.0;;2.0;;;Emploi autorisé durant la floraison et au cours de la période d'exsudation du miellat en dehors de la présence d'abeilles.;5.0;;;;
PPP;2000316;MANDARIN PRO;TATAMI | JUDOKA | TATAMI GOLD | MANDARIN GOLD | JUDOKA GOLD | COUNTRY GOLD | TOLEDE GOLD;PHILAGRO France;Produit de référence;Professionnel;;esfenvalérate (Esfenvalerate) 50.0 g/L;Insecticide;Emulsion de type aqueux;12703119;Vigne*Trt Part.Aer.*Cicadelles (1);17/09/2012;;;Autorisé;0.3;L/ha;21.0;;2.0;;;VIGNE: CICADELLE DE LA FLAVESCENCE DOREE : Emploi autorisé durant la floraison et au cours de la période d'exsudation du miellat en dehors de la présence d'abeilles;20.0;;;;
PPP;2000316;MANDARIN PRO;TATAMI | JUDOKA | TATAMI GOLD | MANDARIN GOLD | JUDOKA GOLD | COUNTRY GOLD | TOLEDE GOLD;PHILAGRO France;Produit de référence;Professionnel;;esfenvalérate (Esfenvalerate) 50.0 g/L;Insecticide;Emulsion de type aqueux;12703112;Vigne*Trt Part.Aer.*Coléoptères phytophages;17/09/2012;;;Autorisé;0.2;L/ha;21.0;;2.0;;;Emploi autorisé durant la floraison et au cours de la période d'exsudation du miellat en dehors de la présence d'abeilles.;5.0;;;;
PPP;2200273;FLEET;DESIRADE | BLADE | OSEA;SHARDA CROPCHEM ESPAÑA S.L.;Générique;Professionnel;;fluazifop-p-butyl (Fluazifop-P) 125.0 g/L;Herbicide;Concentré émulsionnable;12705902;Vigne*Désherbage*Cult. Installées;15/07/2020;;;Autorisé;2.0;L/ha;28.0;;1.0;;;Efficacité montrée sur graminées annuelles. Ne pas appliquer sur plus de 50 % de la surface de la parcelle.;5.0;;20.0;;
PPP;2100231;AFFIRM;EMA2 | EMA3 | EMA4 | PROCLAIM | DENIM;SYNGENTA FRANCE SAS;Produit de référence;Professionnel;;benzoate d'émamectine (Emamectin) 9.5 g/kg;Insecticide;Granulé soluble dans l'eau;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;31/08/2012;;;Autorisé (Provisoire);1.5;kg/ha;7.0;;3.0;;;tout : ;20.0;20.0;;;
PPP;2190632;SUBLIMDOR;;ASCENZA France;Produit de revente;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;soufre (Sulphur) 990.0 g/kg;Fongicide;Poudre pour poudrage;12703204;Vigne*Trt Part.Aer.*Oïdium(s);06/09/2019;15.0;;Autorisé;25.0;kg/ha;5.0;;8.0;;;A partir du stade BBCH 15;5.0;20.0;;;
PPP;2180404;SERENADE ASO;RHAPSODY;BAYER SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus subtilis souche QST 713  (Bacillus subtilis str. QST 713) 1000000000 UFC/g;Fongicide;Suspension concentrée;12703205;Vigne*Trt Part.Aer.*Pourriture grise;16/08/2018;60.0;89.0;Autorisé;4.0;L/ha;3.0;;4.0;;;Intervalle minimum entre les applications : 5 jours.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC (Europe) Srl;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. kurstaki souche EG 2348 (Bacillus thuringiensis subsp. kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;27/02/2020;11.0;89.0;Autorisé;1.0;L/ha;1.0;;3.0;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200048;RAPAX AS;;CBC (Europe) Srl;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;Bacillus thuringiensis subsp. kurstaki souche EG 2348 (Bacillus thuringiensis subsp. kurstaki strain EG 2348) 18000.0 UI/mg;Insecticide;Suspension concentrée;12703117;Vigne*Trt Part.Aer.*Chenilles phytophages;27/02/2020;11.0;89.0;Autorisé;1.0;L/ha;1.0;;3.0;;;3 applications maximum par an sur l'ensemble des ravageurs.;5.0;;;;
PPP;2200132;BIOOTWIN L;;CBC BIOGARD SAS;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;(E,Z)-7,9-dodécadien-1-yl acétate (Straight Chain Lepidopteran Pheromones) 792.0 g/kg;Attractif phéromone (confusion sexuelle);Produit diffuseur de vapeur;12703104;Vigne*Trt Part.Aer.*Tordeuses de la grappe;20/07/2020;;;Autorisé;300.0;diffuseurs/ha;;;1.0;;;Installation avant le début du vol de première génération. Efficacité montrée sur la tordeuse Eudémis (Lobesia botrana). ;;;;;
PPP;9300504;OVIPHYT;EUPHYTANE GOLD | ALPHASIS EV | ACAKILL | OLIBLAN | VAZYL-Y | L'AVY;COMPTOIR COMMERCIAL  DES LUBRIFIANTS;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle | Mention abeille;huile de paraffine (CAS 8042-47-5) (Paraffin oil/(CAS 8042-47-5)) 817.0 g/L;Insecticide | Acaricide;Concentré émulsionnable;12703105;Vigne*Trt Part.Aer.*Stad. Hivern. Ravageurs;27/04/2020;91.0;11.0;Autorisé;10.0;L/ha;;;2.0;;;Emploi autorisé au cours des périodes de production d'exsudats. ;5.0;5.0;;Mention abeille;
PPP;2110059;ARMICARB;APC-09CD;DE SANGOSSE;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg;Fongicide | Régulateur de croissance;Poudre soluble dans l'eau;12703204;Vigne*Trt Part.Aer.*Oïdium(s);02/01/2012;;;Autorisé;5.0;kg/ha;1.0;;8.0;;;;5.0;;;;
PPP;2110059;ARMICARB;APC-09CD;DE SANGOSSE;Produit de référence;Professionnel;Utilisable en agriculture biologique | Liste biocontrôle;hydrogénocarbonate de potassium (Potassium hydrogen carbonate) 850.0 g/kg;Fongicide | Régulateur de croissance;Poudre soluble dans l'eau;12703205;Vigne*Trt Part.Aer.*Pourriture grise;02/01/2012;;;Autorisé;5.0;kg/ha;1.0;;8.0;;;;5.0;;;;
PPP;2200274;SHIFT;BOTREFIN PLUS;FINCHIMICA S.P.A;Générique;Professionnel;;cyprodinil (Cyprodinil) 375.0 g/kg | fludioxonil (Fludioxonil) 250.0 g/kg;Fongicide;Granulé dispersable;12703205;Vigne*Trt Part.Aer.*Pourriture grise;08/07/2020;;;Autorisé;1.2;kg/ha;21.0;;1.0;;;;5.0;5.0;;;
PPP;2200347;MAGMA TRIPLE WG;;INDUSTRIAS AFRASA S.A.;Produit de référence;Professionnel;;fosétyl (Fosetyl) 500.0 g/kg | cymoxanil (Cymoxanil) 40.0 g/kg | folpel (Folpet) 250.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);11/08/2020;61.0;75.0;Autorisé;2.0;kg/ha;28.0;;1.0;;; Appliquer uniquement avec un tracteur avec cabine catégorie 4 selon la norme EN 15695-1-2.;20.0;5.0;;;
PPP;2200464;ALUCINAN;;DE SANGOSSE;Produit de revente;Professionnel;Liste biocontrôle;phosphonates de potassium (Potassium phosphonates) 755.0 g/L;Fongicide | Stimulation des défenses naturelles;Concentré soluble;12703203;Vigne*Trt Part.Aer.*Mildiou(s);30/06/2020;16.0;79.0;Autorisé;4.0;L/ha;14.0;;5.0;;;Intervalle minimum entre les applications : 10 jours.;5.0;;;;
